PATHWAY_SORTORDER	BIOCHEMICAL	SUPER_PATHWAY	SUB_PATHWAY	COMP_ID	PLATFORM	CHEMICAL_ID	RI	MASS	CAS	PUBCHEM	CHEMSPIDER	KEGG	                               Group   HMDB_ID	Dd2_B	Dd2_C	Dd2_D	Dd2_F	Dd2_G	C12_A_1R	C12_B	C12_C	C12_D	C12_E	C710_A1	C710_B	C710_C	C710_E	C710_H	BAT_A_minus	BAT_B_minus	BAT_C_minus	BAT_D_minus	BAT_E_minus	BAT_A_plus	BAT_B_plus	BAT_C_plus	BAT_D_plus	BAT_E_plus	PUR_A_minus	PUR_B_minus	PUR_C_minus	PUR_D_minus	PUR_E_minus	PUR_A_plus	PUR_B_plus	PUR_C_plus	PUR_D_plus	PUR_E_plus
1434	linoleoyl ethanolamide	Lipid	Endocannabinoid	52608	LC/MS Neg	100006726	6150	322.27515	68171-52-8	5283446	4446566		HMDB12252	2928334	3345064	1684855	4589274	3139725	939553	3420259	2148293	5793328	1466147	2129468	3185105	1748511	180195	1061037		847892	855880	284343	901136	689198	216181	1093527	369257	711794	559767	227982	205792	1402221	449767	1568951	134072	737994	455327	1108418
1273	linoleoylcarnitine*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	46223	LC/MS Pos Late	100003151	1430	424.34214	36816-10-1	6450015	4952667		HMDB06469	328560	641993	514703	658813	935164	67964	912550	333394	854063	207733	490794	769511	304260	81739	531563	909158	6612793	11550099	4628490	2537094	5254953	2566451	12688028	6384916	3144082	2368424	2271273	1489589	3586598	2770649	468552	1457893	2181778	3669006	3537676
78	lysine	Amino Acid	Lysine Metabolism	1301	LC/MS Pos Early	407	2850	147.11281	56-87-1	5962	5747	C00047	HMDB00182	173496736	281419616	375149152	634738432	787920320	15167229	446075488	237837248	442401888	85523664	123561680	261954368	136327392	75955768	340286112	3102167	5452672	3560391	552820	4460939	987422	1061081	1152954	675358	1465767	1655434	2710717	1331901	1767083	1828590	476994	854536	3193705	841344	1295675
1017	malate	Energy	TCA Cycle	1303	LC/MS Polar	409	3343.1	133.01425	6915-15-7	525	510	C00149	HMDB00156	180932720	608585088	333552032	768755520	964142080	8168793	794942528	195034272	711445824	110747880	53914856	517930400	138457680	78340768	511262752	8725684	15244372	19557696	4191602	9101502	4138661	3931350	9916164	7030210	6587165	11164126	5484221	5293916	7288783	9307175	3406284	3600214	10207354	5879123	5388502
932	mannitol/sorbitol	Carbohydrate	Fructose Mannose and Galactose Metabolism	46142	LC/MS Polar	100001740	2260	181.07176		5780	440	C01507	HMDB00247	301423	330151	143726	325753	34788112	173281216	231240	236421	356107	515291	27957760	288606	138971	183170128	21697492	2222857	5530079	18621916	1312912	3125333	702180	6927515	1778136	1381557	965245	3427598	1844838	2224613	2923018	5273451	1474321	420531	19936264	2501842	1229246
1096	mead acid (20:3n9)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	35174	LC/MS Neg	100001472	5650	305.2486	20590-32-3	5312531	4471956		HMDB10378	440650	866277	643690	3486096	859661	99071	914614	685191	2675486	235964	422482	580393	410128	104417	225397	7960	34082	21297		56884	36872	19750	17778		32841	44966	9626	27229		21535	42680		16698	17213	33697
312	methionine	Amino Acid	Methionine Cysteine SAM and Taurine Metabolism	1302	LC/MS Pos Early	415	2526	150.05833	63-68-3	6137	5907	C00073	HMDB00696	166103232	276059360	452282304	683197632	865665664	21894356	481059008	254170688	481266880	72348776	113917400	278378240	163334384	66162800	391977312	12475874	17438644	13410664	10052266	13991835	10479087	10643803	10040011	9483228	10658205	11403465	11251312	10948498	10744243	10640503	9612191	9177703	10420018	9494949	9290485
317	methionine sulfoxide	Amino Acid	Methionine Cysteine SAM and Taurine Metabolism	18374	LC/MS Pos Early	100000039	1272	166.05325	3226-65-1	158980	139840	C02989	HMDB02005	2852512	2348317	3190136	4967380	5862594	120532	4279820	1944820	6516616	778748	942620	1908774	1120240	378365	2662151	91067	471443	209944		105223					61836	52068							95330		57869
2737	methylphosphate	Nucleotide	Purine and Pyrimidine Metabolism	37070	LC/MS Pos Early	100001805	544	112.99983	7023-27-0	13130	12578		HMDB61711	322572	481690	409655	844701	764274	105107	663863	370997	671141	218987	269530	456917	329086	184668	477517	37562	40145	57919		45878	27505		24095		36478	93268		40056	24290				21898		23924
276	methylsuccinate	Amino Acid	Leucine Isoleucine and Valine Metabolism	15745	LC/MS Polar	2051	2800	131.03498	498-21-5	10349	9922		HMDB01844	285528	376567	375218					361281							232476	88420		240893					167020		149087	383235				82892			736745	321311	111897
1436	myo-inositol	Lipid	Inositol Metabolism	1124	LC/MS Polar	363	3506.3	225.06159	87-89-8	892	10239179	C00137	HMDB00211	482960	1504962	806119	1376337	1511343	59241	1389723	550189	1386187	573054	1037066	1038959	544521	312431	830876	214475	328850	520849		179046	115935	58508	189068	158643	200050	181727	52446	112636	137545	204132		53527	138485	112513	181935
1269	myristoylcarnitine	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	33952	LC/MS Pos Late	100001270	1350	372.31084	18822-89-4	53477791	4932274		HMDB05066	115740	150081	133527	237945	174469		156864		217231	79740	89371	90436	84951	37489	137208	63672	427367	582788	165020	235424	306143	168180	577535	274324	214394	149799	144250	141531	165337	228411	79537	131848	174832	241241	271149
393	N(4)-acetylspermidine	Amino Acid	Polyamine Metabolism	32356	LC/MS Pos Late	100001214	604	188.17574	66039-56-3	128317	113754			1148767	2425563	1532129	3173833	3075172	165432	2051245	1241786	2491329	746573	701196	1753084	1002574	495888	2080066																		126566		
43	N-acetyl-aspartyl-glutamate (NAAG)	Amino Acid	Glutamate Metabolism	35665	LC/MS Pos Early	100001612	1035	305.09795	3106-85-2	5255	5065	C12270	HMDB01067	783836	1104377	1146948	1807414	1652328	128178	1523049	697570	1520156	422388	552175	1238225	953266	265234	1231736					30637															
26	N-acetylalanine	Amino Acid	Alanine and Aspartate Metabolism	1585	LC/MS Pos Early	1110	1225	132.06552	97-69-8	88064	79449	C02847	HMDB00766	4624780	10124435	8901915	14551758	18157656	667291	13358907	5833731	13103789	2349697	2645498	7817261	3979613	1666053	8365121	142335	420503	464629		372315		172414		105234	238219	174260	737834		283848	217214		231487			164852
361	N-acetylarginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	33953	LC/MS Pos Early	100001266	2245	217.12952	155-84-0	67427	60752	C02562	HMDB04620		157650	80666	198595	191648		146593		165630			107627			109586																		217491		
31	N-acetylasparagine	Amino Acid	Alanine and Aspartate Metabolism	33942	LC/MS Pos Early	100001257	785	175.07134	4033-40-3	99715	90090		HMDB06028	213317	227312	207993	438702	345697		418634	235954	309905	166656	208384	263681	158530	125012	235832			78198				80611			34770					27833			48376		
32	N-acetylaspartate (NAA)	Amino Acid	Alanine and Aspartate Metabolism	22185	LC/MS Pos Early	100000787	880	176.05535	997-55-7;997-55-7	65065	58576	C01042	HMDB00812	198414	473231	266861	552259	443692		531594	162816	438327	207199	260147	426665	115342	74359	403568			81553																	
330	N-acetylcysteine	Amino Acid	Methionine Cysteine SAM and Taurine Metabolism	1586	LC/MS Pos Early	1107	1416	164.0376	616-91-1	12035	11540	C06809	HMDB01890	48006	94405	202654	258320	502705		238610	82048	186055		31375	98033	61066		119586																				
999	N-acetylglucosaminylasparagine 	Carbohydrate	Aminosugar Metabolism	48149	LC/MS Pos Early	1215	1212	336.14015	2776-93-4	123826	21403014	C04540	HMDB00489		84715		230254	281982		74258		73817	61289	57387	50796	17352		159528																				
41	N-acetylglutamate	Amino Acid	Glutamate Metabolism	15720	LC/MS Pos Early	100000282	1050	190.071	8/3/17	70914	1266066	C00624	HMDB01138	2759829	3715683	1612574	4837052	4942903	336478	4780896	2170731	3976058	1562058	1510875	3121104	1905367	885089	3497851	134238	347339	363182		308879	281343	101347	221098	243929	253115	82876	129217	102620	155808	180638		86211	146598	133387	163411
42	N-acetylglutamine	Amino Acid	Glutamate Metabolism	33943	LC/MS Pos Early	100001253	845	189.08699	2490-97-3	182230	158492	C02716	HMDB06029	93686	261830	151982	275264	274809		260994	112834	267537	64129	122912	150745	88558		183313																		61102		
2	N-acetylglycine	Amino Acid	Glycine Serine and Threonine Metabolism	27710	LC/MS Pos Early	100001006	826	118.04987	543-24-8	10972	10507		HMDB00532	508268	1346295	662765	1020536	1234809	196108	1282220	541002	1184668	545344	625564	898206	587488	119901	662746		185974				106212	132557					121999				225811	100704		138080	121493
57	N-acetylhistidine	Amino Acid	Histidine Metabolism	33946	LC/MS Pos Early	100001293	2065	198.08732	39145-52-3	75619	68142	C02997	HMDB32055	192517	451619	169562	489828	448304		547111	128474	419740	100419	358259	257989	126709	83819	203689																		511260		
313	N-acetylmethionine	Amino Acid	Methionine Cysteine SAM and Taurine Metabolism	1589	LC/MS Neg	1083	1787	190.05434	65-82-7	448580	395338	C02712	HMDB11745	4492229	9183247	7834872	16676110	21006526	313234	14930742	6032444	14541820	2257990	3251914	8106703	2827084	1145091	8358906	29249	162456	205788		93110	19765		64651	15149	27747	114102	95074	23136	45471	38637			11600		
318	N-acetylmethionine sulfoxide	Amino Acid	Methionine Cysteine SAM and Taurine Metabolism	45428	LC/MS Pos Early	100005463	880	208.06381		193368	167798			1039825	1585775	1060829	1891966	2399417	122417	2346238	659748	2563996	570683	636011	1076477	356227	231543	1033604		79830	69598								46684									
988	N-acetylneuraminate	Carbohydrate	Aminosugar Metabolism	32377	LC/MS Pos Early	1162	660	310.11326	131-48-6	439197	10292217	C00270	HMDB00230	240285	468360	506576	505141	706703	150556	569861	279013	422425	372719	595142	359596	246084	128796	334835	3396732	6365342	4170435	3846817	7645410	7033745	3796372	5697131	4339361	5952384	519435	3281560	6833279	6074625	7558803	10757840	3766452	5717121	5726254	7975743
394	N-acetylputrescine	Amino Acid	Polyamine Metabolism	37496	LC/MS Pos Early	192	2230	131.11789	18233-70-0	122356	109095	C02714	HMDB02064	196934	561662	417559	510005	698236		405417		471296		205220	451745	132087		217993																				
10	N-acetylserine	Amino Acid	Glycine Serine and Threonine Metabolism	37076	LC/MS Pos Early	100001851	811	148.06044	97-14-3	65249	58744		HMDB02931	10312863	16680920	8666913	23103604	19871836	1743920	23718690	10630631	20841976	6390757	11669621	16618272	4747552	4126412	12862600	362089	490577	652372	225758	532930	184724	216191	286914	151619	277739	162611	474652	241966	217586	208192	399365	177051	206980	163406	107855
15	N-acetylthreonine	Amino Acid	Glycine Serine and Threonine Metabolism	33939	LC/MS Pos Early	100001274	1040	162.07609	17093-74-2	152204	3841173			1424896	3231607	2627973	4051610	4831097	216809	4397338	1312098	4032266	711629	1322656	2437034	1100806	465809	2358189		146948	164728															218108		110823
297	N-acetylvaline	Amino Acid	Leucine Isoleucine and Valine Metabolism	1591	LC/MS Polar	1084	1227	158.08226	96-81-1	66789	60154		HMDB11757	57989	300876	164554	410604	433602		528100	146526	405339	66332	125293	299758	64878	37968	273376																				
2676	N-carbamoylaspartate	Nucleotide	Pyrimidine Metabolism Orotate containing	1594	LC/MS Polar	1108	3800	175.03604	923-37-5	93072	4573859	C00438	HMDB00828	167929	50775	114502	86557	198557			99515						22172			26133																		
368	N-methylproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	37431	LC/MS Pos Early	100001956	1335	130.08626	475-11-6	557	541			336778	345259		649171	323632		249587	246357		765062				303303	178869		357353	441224		287052		200223		265677				165347			678245			234064	247743
373	N-monomethylarginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	43586	LC/MS Pos Early	100004488	2845	189.13461	53308-83-1	132862	117259	C03884	HMDB29416	560988	1619104	2007331	5206043	5898758		3379575	1354641	3218643		481693	1568664	237112		2445852																		572553		
1776	N-palmitoyl-sphinganine (d18:0/16:0)	Lipid	Sphingolipid Metabolism	52604	LC/MS Pos Late	100009028	3090	540.53503	5966-29-0	5283572	4446685		HMDB11760	1920407	2487582	1574405	3154180	2634981	358217	3233064	1448546	3069197	1231068	1535599	3016921	1322239	873726	2018500	120477	697215	883484	427028	528703	251816	384436	794688	517324	432226	135871	137955	183435	446141	312188	122833	105416	173608	340557	330584
1794	N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Sphingolipid Metabolism	44877	LC/MS Pos Late	1518	2893	538.51937	24696-26-2	5283564	4446677		HMDB04949	23735316	37168436	14660648	28763246	37464548	3664744	44009336	18097200	33634880	15353466	18796968	31626330	8236057	6944820	20675600	3762402	6548736	7333656	3445261	5968629	6375097	3608685	6781917	4542954	4742306	3574876	4072893	4988672	4140358	4315289	2870850	2870966	4859690	3972038	4502993
82	N6N6N6-trimethyllysine	Amino Acid	Lysine Metabolism	1498	LC/MS Pos Early	189	2825	189.15976	23284-33-5	440120	140379	C03793	HMDB01325	15574793	36218908	26744888	66217076	63891144	1359415	52122636	15582685	48511788	8436364	9480428	31814380	14297361	5660515	34854584	353440	315976	470480	95997	587451	188269		147529	110767	251844	236216	341279		174590	138769		105894	365630	71823	
80	N6-acetyllysine	Amino Acid	Lysine Metabolism	36752	LC/MS Neg	100001734	1059	187.10881	692-04-6	92832	83801	C02727	HMDB00206	506830	695329	909604	1929031	2290706	16851	1261841	755896	1464281	111479	715876	870257	144356	132334	802217					23192															
2640	N6-carbamoylthreonyladenosine	Nucleotide	Purine Metabolism Adenine containing	35157	LC/MS Neg	100001415	2164	411.12698	24719-82-2	161466	141829		HMDB41623		88542	27197	73478	47620		64492	21218	60221		53895	58266	35847		34178																				
101	N6-carboxyethyllysine	Amino Acid	Lysine Metabolism	37458	LC/MS Pos Early	100001769	2695	219.13394			11312319			597600	2309913	573164	1624683	1726292	71730	2561749	704223	1381536	383676	511186	1144337	538661	277882	902817																				
1003	N6-carboxymethyllysine	Carbohydrate	Advanced Glycation End-product	36713	LC/MS Pos Early	100001768	2592	205.11829	4/3/46		11217184			525166	1598211	1071432	1485055	2000554		1928367	426561	1278618	315444	182100	837404	401350		1008014																				
2649	N6-succinyladenosine	Nucleotide	Purine Metabolism Adenine containing	48130	LC/MS Pos Early	100001664	1930	384.11499	4542-23-8				HMDB00912	533953	845089	600241	491006	490141	69537	735771	218193	508544	152906	371572	565408	783061	221523	304371			89508		137874	55578				69432				68726				47987		
2743	nicotinamide	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	594	LC/MS Pos Early	432	1942	123.05529	98-92-0	936	911	C00153	HMDB01406	67046952	172881552	123146800	184145728	252973088	38996812	162833392	56008320	130966232	92556928	167962656	112275184	98919200	60781780	127601216	53585764	66902476	71866424	20034038	87085408	61382156	20180744	48524028	35131376	73945000	17901344	43412120	11280206	28600140	26754900	1471165	20526216	7494425	21917608	14061004
2747	nicotinamide adenine dinucleotide (NAD+)	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	5278	LC/MS Neg	1310	1434	662.10184	53-84-9	5893	5681	C00003	HMDB00902	4599849	36545880	21891808	9010155	15497481	3720825	21400392	5510603	23490840	3766746	7718721	13621079	23020010	3435317	13301796																				
2745	nicotinamide ribonucleotide (NMN)	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	22152	LC/MS Pos Early	1312	766	335.06388	1094-61-7	14180	13553	C00455	HMDB00229	2586518	5435221	7569199	8052426	8066823	786313	6706319	4967755	7654711	1282749	1536766	4551098	7904958	1042699	8907880																				
2746	nicotinamide riboside	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	33013	LC/MS Pos Early	100001310	2040	255.09755	1341-23-7	439924		C03150	HMDB00855	589328	2444664	2113909	1303238	1532609	172736	1594501	648067	1733096	330533	540547	1871292	2652067	710844	1907506	45736	251707	137891		152269					39837	45322	360898					88398	253600		
2740	nicotinate	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	1504	LC/MS Pos Early	567	1673	124.03931	59-67-6	938	913	C00253	HMDB01488	65038428	128758248	91464896	154551952	167994896	8243824	170836352	82496632	145258352	40053012	55504648	108661168	57354364	26937986	113897808	1591451	1793367	1810428	120613	2672611	853653	659672	1409445		2500862		1451080		1204674	1060090			6763079	364470	
2752	nicotinate adenine dinucleotide (NAAD+)	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	15725	LC/MS Neg	100000118	1200	663.08586	6450-77-7;104809-30-5	25246170				53864	305722	153367	162511	260245		265984	44138	219060	23376	26749	161325	129541	18006	114019																				
2741	nicotinate ribonucleoside	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	33471	LC/MS Pos Early	100001316	1536	256.08157	2625-49-2	161234	141635	C05841	HMDB06809	234904	518478	449395	642975	634629		751688	161431	567624	103419	134101	337062	411848		525899																				
172	O-methyltyrosine	Amino Acid	Phenylalanine and Tyrosine Metabolism	37451	LC/MS Pos Early	100002078	2790	196.09682	1080-06-4	76957	69406			116764	80825	96658	200164	115572		118115	106763	140220	80796		187280	134791	50095	157659																				
1075	oleate/vaccenate (18:1)	Lipid	Long Chain Fatty Acid	52285	LC/MS Neg	100008930	5655	281.2486						194220512	378833152	220642544	824744256	282342848	123822088	387013152	190889392	726057536	78885328	146739872	297844256	134848592	49520652	102297968	31930366	52206780	34035968	41206500	48365248	50641060	42799148	44890104	30051320	55951888	37021976	33908412	38291936	95243512	39307988	41057032	32204088	46285416	47023496	38379380
1420	oleoyl ethanolamide	Lipid	Endocannabinoid	38102	LC/MS Neg	1137	6400	324.2908	11-58-0;111-58-0	5283454	4446574		HMDB02088	2609891	3162270	2732740	4173618	3201891	1211658	3594275	1773904	3423088	1463686	2423317	2373570	2097691	222175	1027993	120000	1102989	1105339	360818	1033697	892498	257825	907103	510600	906465	742187	315480	308056	1368995	789562	1726340	157998	808139	573469	1145483
1274	oleoylcarnitine	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	35160	LC/MS Pos Late	100001501	1423	426.35779	38677-66-6	6441392;53477789	21403150		HMDB05065	1025191	2187298	1563859	2033358	2244813	388283	2572607	1210994	2963927	669252	914257	2374678	1139596	255835	1182675	3452038	15573354	19711150	8613749	10052760	12768726	6546336	21612252	11733952	10927519	5580266	7126709	4432407	11423941	8332114	1265697	4238060	5658503	12773413	11112292
411	ophthalmate	Amino Acid	Glutathione Metabolism	34592	LC/MS Pos Early	100001311	2085	290.13467	495-27-2	7018721	7993181		HMDB05765	2697045	3118880	2010917	3047475	6125485	448763	3756614	1926539	2632560	1076662	3612004	3344745	1470363	1011755	5432782	554656	686135	592036	436678	684502	680608	461905	554872	496513	437969	173981	652160	536598	397096	579405	524008	479692	352581	413366	423975
351	ornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1493	LC/MS Pos Early	444	2800	133.09716	3184-13-2	6262	6026	C00077	HMDB03374	11043168	17076820	12809470	49971636	35847456	1008587	21307560	10405606	22208108	9281851	10804664	12813507	5314921	6865310	16738690	2490559	3200859	6864910	1185816	3472181	1840917	1650869	2517681	1526769	2429561	4613519	2304856	1904504	2336179	2528033	1352451	1490208	12749107	1933837	2371554
2678	orotate	Nucleotide	Pyrimidine Metabolism Orotate containing	1505	LC/MS Polar	445	1638.1	155.00983	50887-69-9	967	942	C00295	HMDB00226	78522	140019	414465		73431	23632	212907	120671	140634	124322	239081	249606	974731	264297	323613	172308	352262	50239		118143							254875	49030	154452	472525					
2680	orotidine	Nucleotide	Pyrimidine Metabolism Orotate containing	35172	LC/MS Polar	100001416	2250	287.05209	314-50-1	92751	83729	C01103	HMDB00788	70548	237996	161169	259525	278366		267573	103918	272103	40729	147098	148769	109228	27477	148846											44422									
1804	palmitoyl dihydrosphingomyelin (d18:0/16:0)*	Lipid	Sphingolipid Metabolism	52434	LC/MS Pos Late	100008954	2290	705.5905		9939965	8115586			5732925	11493860	8003848	13817974	13078805	1774595	13260815	5684725	12311381	6152544	6873730	10822301	6738774	3878671	7973595	7869022	12740035	16035053	7030765	14363743	15859045	8810775	14471628	8631891	11000540	10343755	8729605	14701219	10615271	11170995	10510542	6211631	13438963	8289194	12863779
1423	palmitoyl ethanolamide	Lipid	Endocannabinoid	38165	LC/MS Neg	1489	6300	298.27515	544-31-0	4671	4509	C16512	HMDB02100	1476882	2764930	1961859	5683970	2583358	885726	3492275	1378235	4119068	1388499	2539283	1953547	1599018	446810	1024903	296234	523453	879660	417975	805410	716875	250965	628356	567570	654193	947568	355160	451985	835223	559662	946307	351068	563603	337367	804449
1780	palmitoyl sphingomyelin (d18:1/16:0)	Lipid	Sphingolipid Metabolism	37506	LC/MS Pos Late	100002107	2168	703.57485	6254-89-3	9939941	8115562			50065284	69701904	70064864	95488152	85510488	19702740	77758304	50379704	86200880	58261420	63790712	63702016	54452072	41614928	66274068	134840464	161739520	175170000	101266016	175280272	190922144	123140608	167828032	120809664	145765280	141587024	134943936	184441664	148703776	162613424	141757024	110277032	178761728	132801720	169641056
1271	palmitoylcarnitine	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	44681	LC/MS Pos Late	100000776	1425	400.34214	6865-14-1	461	448	C02990	HMDB00222	1027046	2202225	1684242	2554557	2577810	427356	2793114	1071662	2979895	794695	1202951	2068022	993575	395194	1601390	4632325	18933936	31373420	10652631	7456046	13943689	8637677	30594676	16077091	8147470	4260172	8270273	6427880	7335481	7287816	998884	4845680	6812753	8339416	6976051
2090	palmitoylcholine	Lipid	Fatty Acid Metabolism (Acyl Choline)	52944	LC/MS Pos Late	100009233	1482	342.33666		151731	133731			276824	201593	186869	171699	286812	181004	257630	177565	234881	181641	191050	223358	209909	192195	225992	140818	262728	256193	329388	367343	356550	160576	300701	180877	342131	78684	148081	213383	342238	360939	392074	119707	251414	401794	492744
2768	pantothenate	Cofactors and Vitamins	Pantothenate and CoA Metabolism	1508	LC/MS Pos Early	1024	1667	220.11795	137-08-6	6613	6361	C00864	HMDB00210	426582	697153	361045	1223760	1307569		1255969	197175	987484		167458	752579	423839	118801	448480		208535	190775							134663	84334							605221		
3724	phenol red	Xenobiotics	Chemical	36817	LC/MS Neg	100001724	3665.9	353.04891	143-74-8	4766	4602	C12600		16573718	74001616	46401664	72207632	78301552	4083190	72197840	19239772	55040088	22399880	4537822	28906072	26456480	8403055	34019720	372665	476177	372379	21492	224990	77641	55806	106406	47024	79031	389329	484091	119140	133312	294313		41535	62041	37819	119878
106	phenylalanine	Amino Acid	Phenylalanine and Tyrosine Metabolism	64	LC/MS Pos Early	460	2878	166.08626	63-91-2	6140	5910	C00079	HMDB00159	275799040	456138336	660123392	988451776	1206112640	27091254	723130688	381552160	710437952	137382416	174289200	404603712	263978496	105099072	583572160	5428999	9748577	8286633	1099923	7279014	2269196	1993688	2793267	1771002	3276885	6027690	6670955	3413458	3249935	4439552	1818834	1958980	3477095	2123151	2971977
660	phenylalanylalanine	Peptide	Dipeptide	41374	LC/MS Pos Early	100003589	2909	237.12337	3918-87-4	6993123;5488196	4589716			123435		751896	426470	422333		178625	248106	183129	43650		89287	432940	56100	275105		38635																		
664	phenylalanylglycine	Peptide	Dipeptide	41370	LC/MS Pos Early	100003588	2898	223.10772	721-90-4	98207	88678			210367	141902	1687499	753575	877626	199185	428394	541358	360390	198680	89048	217553	1438958	261500	575233		93906			117979															
1030	phosphate	Energy	Oxidative Phosphorylation	42109	LC/MS Neg	461	608	96.96962	7664-38-2	1061	1032	C00009	HMDB01429	195103088	240752912	202801680	224439824	268732864	76135992	221481040	173318496	255118496	221689776	199259552	210556800	155384592	122401416	188627424	174877568	229437200	216820752	191130288	213035392	196425088	265916800	192512448	231903856	212051520	151803600	131360744	197874304	196269536	179726720	184448800	202918880	208025008	190274640	221824256
838	phosphoenolpyruvate (PEP)	Carbohydrate	Glycolysis Gluconeogenesis and Pyruvate Metabolism	597	LC/MS Neg	463	587.3	166.9751	10526-80-4	1005	980	C00074	HMDB00263	1917691	3404660	2143509	4797852	5571241	138884	4566006	1916977	4558377	1062354	495475	3389453	840648	797945	3199909	38412	135631	122812		122526	36716		45983		48382	251921			47997	35524			49358		35312
1471	phosphoethanolamine	Lipid	Phospholipid Metabolism	1600	LC/MS Pos Early	1026	700	142.02638	1071-23-4	1015	990	C00346	HMDB00224	36855760	75275872	73755648	80854672	76495184	17526892	76074584	25479264	94236528	23270794	27930224	57483400	54889492	15093354	49625792	924966	1316811	516046	62445	1096417	634380	334599	203557	158091	294975	381150	933370	121707	185095	218573		694109			
2770	phosphopantetheine	Cofactors and Vitamins	Pantothenate and CoA Metabolism	15504	LC/MS Neg	100000328	1596.9	357.08908	NA	987	103123	C01134	HMDB01416	292655	341676	310379	361244	949458	23341	623651	337958	544492	103256	154657	574100	147768	108197	402965																				
17	phosphothreonine	Amino Acid	Glycine Serine and Threonine Metabolism	37453	LC/MS Pos Early	100002076	605	200.03185	27530-80-9	1016	991	C12147			45560	46251	58854	79044		43509	29823				32497			43552																				
96	pipecolate	Amino Acid	Lysine Metabolism	1444	LC/MS Pos Early	1025	2200	130.08626	4043-87-2	849	826	C00408	HMDB00070	244704224	537422848	393451616	633409024	1046921152	35156820	626603328	300646016	542843520	181528432	161149920	351432000	208318544	95596336	353612640	1425648	3563243	1379335	346070	1417893						353569	2469169	447030	775631	1083211			10505763		
3195	piperine	Xenobiotics	Food Component/Plant	33935	LC/MS Pos Late	100001267	1168	286.14377	94-62-2	638024	553590	C03882	HMDB29377	103420	168045	128045	87407	552182	37537	177812		306021	24884	218151		16390		304666																				
1902	pregn steroid monosulfate*	Lipid	Steroid	32619	LC/MS Neg	100002067	5000	397.20541	1247-64-9		13465233			53713	247054	279947	217118	395405		249791	112510	292274	55924		72865	89517		149472																				
1901	pregnen-diol disulfate*	Lipid	Steroid	32562	LC/MS Neg	100001993	3868	238.07747							146632	56006	45599	100002		142801	47771	125809	18434	46802	137983	92505		130093																				
352	proline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1898	LC/MS Pos Early	480	1603	116.07061	147-85-3	145742	128566	C00148	HMDB00162	165750304	336570144	256849136	566852608	645563072	16641365	452886112	214261872	413397888	89420536	91136240	214292896	72443160	55002384	279445408	13856136	13867160	21028236	2193221	9733531	3812940	5573729	7158023	6046673	8443274	16952984	7288759	9375048	5860400	8591480	4137604	4909009	8032171	5380356	9832531
680	prolylglutamine	Peptide	Dipeptide	40659	LC/MS Pos Early	100003672	2056	244.12919			16209778			16580654	15762587	54382652	45918216	67895648	1148057	31408684	26697558	34742852	4519401	10836102	19737166	18520950	7355037	35465804	131892	172376	85796		210483							237072		93099	104274					
681	prolylglycine	Peptide	Dipeptide	40703	LC/MS Pos Early	100003674	2136	173.09207	2578-57-6	7408076;6426709	4932143			19054312	23375358	79748344	90153072	131462304	741328	47652340	37721580	62006440	6011602	12792139	32894548	19754428	7722771	55353760		190208	99044									208983			103705					
2692	pseudouridine	Nucleotide	Pyrimidine Metabolism Uracil containing	33442	LC/MS Pos Early	821	800	245.07682	1445-07-4	15047	21403010	C02067	HMDB00767	31367	51233	89607	78044			56523	28273	71266	25805		56652	154235		78831																				
2807	pterin	Cofactors and Vitamins	Pterin Metabolism	43023	LC/MS Neg	100004216	1370	162.04213	22363-60-4	73000	65806	C00715	HMDB00802	317187	427053	248929	537069	476705	28363	730910	383311	621125	224731	106255	662897	303774	174697	612681																				
387	putrescine	Amino Acid	Polyamine Metabolism	1408	LC/MS Pos Early	49	3027	89.10733	110-60-1	1045	13837702	C00134	HMDB01414	12730537	25559052	19495672	39006624	52854868	1913095	28655120	12641561	28752442	8323520	5641544	14294348	8694929	4720382	16843788	264550	708305	284950	108508	497160	62552	169532	106112	77465	168496	144753	762905	125314	143567	375594		233124	140763		86394
2845	pyridoxal	Cofactors and Vitamins	Vitamin B6 Metabolism	1651	LC/MS Pos Early	491	2343	168.06552	65-22-5	1050	1021	C00250	HMDB01545	358310	1042484	894032	2408967	2178371		1841690	737322	1499354	307476	158189	964018	349802	208694	1149394	164693	336778	978187	134411	211269	357241	302488	482147	182799	173096	309580	286016	227889	207865	285074		158932	336414	253217	155285
